Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
5.2 Video Preview Player,LMS-14,10142,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:46 AM,02/Apr/26 10:46 AM,,,,0,Embedded preview video with play/pause controls.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@78c68527,,,,,,,,,,,,,,,,0|i000bj:,,,,,,,,,,,,,,,10138,LMS-12,MODULE 5 – Course Detail Page,To Do,02/Apr/26 10:46 AM
5.3 Enroll Now Button,LMS-15,10144,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:46 AM,02/Apr/26 10:46 AM,,,,0,Redirect to payment for paid courses; free courses added directly.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4b81082c,,,,,,,,,,,,,,,,0|i000br:,,,,,,,,,,,,,,,10138,LMS-12,MODULE 5 – Course Detail Page,To Do,02/Apr/26 10:46 AM
MODULE 6 – My Courses,LMS-16,10145,Epic,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:46 AM,02/Apr/26 10:46 AM,,,,0,Enrolled courses list with progress tracking and resume functionality.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@fc0b30c,,,,,ghx-label-13,,To Do,,,,dark_green,,,,,0|i000bz:,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 10:46 AM
6.1 Enrolled Courses List,LMS-17,10147,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:46 AM,02/Apr/26 10:46 AM,,,,0,Display all courses the user has enrolled in.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4eccf422,,,,,,,,,,,,,,,,0|i000c7:,,,,,,,,,,,,,,,10145,LMS-16,MODULE 6 – My Courses,To Do,02/Apr/26 10:46 AM
MODULE 7 – Video Player,LMS-18,10148,Epic,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:46 AM,02/Apr/26 10:46 AM,,,,0,In-course video player with playback controls and progress tracking.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2f2bd80,,,,,ghx-label-8,,To Do,,,,dark_purple,,,,,0|i000cf:,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 10:46 AM
7.1 Lecture Playback Controls,LMS-19,10150,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:46 AM,02/Apr/26 10:46 AM,,,,0,"Play, pause, seek forward/backward controls.",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5603fa15,,,,,,,,,,,,,,,,0|i000cn:,,,,,,,,,,,,,,,10148,LMS-18,MODULE 7 – Video Player,To Do,02/Apr/26 10:46 AM
MODULE 8 – Reviews & Ratings,LMS-20,10151,Epic,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:46 AM,02/Apr/26 10:46 AM,,,,0,Allow users to add and view course reviews and star ratings.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6e050bc0,,,,,ghx-label-6,,To Do,,,,green,,,,,0|i000cv:,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 10:46 AM
8.1 Add Review,LMS-21,10153,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:46 AM,02/Apr/26 10:46 AM,,,,0,Rating (1-5 stars) and comment field submission.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7e163ab4,,,,,,,,,,,,,,,,0|i000d3:,,,,,,,,,,,,,,,10151,LMS-20,MODULE 8 – Reviews & Ratings,To Do,02/Apr/26 10:46 AM
8.2 View Reviews,LMS-22,10155,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:46 AM,02/Apr/26 10:46 AM,,,,0,Display all user reviews for a course.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@51cb28d4,,,,,,,,,,,,,,,,0|i000db:,,,,,,,,,,,,,,,10151,LMS-20,MODULE 8 – Reviews & Ratings,To Do,02/Apr/26 10:46 AM
MODULE 1 – User Registration,LMS-23,10156,Epic,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:49 AM,02/Apr/26 10:49 AM,,,,0,All stories related to user sign-up and social login.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@c681357,,,,,ghx-label-2,,To Do,,,,dark_yellow,,,,,0|i000dj:,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 10:49 AM
MODULE 2 – User Login,LMS-38,10185,Epic,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:49 AM,02/Apr/26 10:49 AM,,,,0,All stories related to user authentication and password recovery.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@70db3e6c,,,,,ghx-label-11,,To Do,,,,teal,,,,,0|i000gv:,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 10:49 AM
2.1 Email / Mobile Login,LMS-39,10187,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:49 AM,02/Apr/26 10:49 AM,,,,0,Implement login via email+password or mobile+OTP.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@22f0d218,,,,,,,,,,,,,,,,0|i000h3:,,,,,,,,,,,,,,,10185,LMS-38,MODULE 2 – User Login,To Do,02/Apr/26 10:49 AM
"2.1.1 Email Field – same validation as registration, 'Email not found' error",LMS-40,10189,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:49 AM,02/Apr/26 10:49 AM,,,,0,"2.1.1 Email Field – same validation as registration, 'Email not found' error",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@26d988d3,,,,,,,,,,,,,,,,0|i000hb:,,,,,,,,,,,,,,,10187,LMS-39,2.1 Email / Mobile Login,To Do,02/Apr/26 10:49 AM
"2.1.2 Mobile Number Field – 10-digit numeric, 'Number not found' error",LMS-41,10191,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:49 AM,02/Apr/26 10:49 AM,,,,0,"2.1.2 Mobile Number Field – 10-digit numeric, 'Number not found' error",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4af16560,,,,,,,,,,,,,,,,0|i000hj:,,,,,,,,,,,,,,,10187,LMS-39,2.1 Email / Mobile Login,To Do,02/Apr/26 10:49 AM
"2.1.3 Password Field – blank check, 'Incorrect password' error",LMS-42,10193,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:49 AM,02/Apr/26 10:49 AM,,,,0,"2.1.3 Password Field – blank check, 'Incorrect password' error",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@10cae05a,,,,,,,,,,,,,,,,0|i000hr:,,,,,,,,,,,,,,,10187,LMS-39,2.1 Email / Mobile Login,To Do,02/Apr/26 10:49 AM
"2.1.4 Login Button – enabled only with valid inputs, inline errors on failure",LMS-43,10195,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:49 AM,02/Apr/26 10:49 AM,,,,0,"2.1.4 Login Button – enabled only with valid inputs, inline errors on failure",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@50ff4d89,,,,,,,,,,,,,,,,0|i000hz:,,,,,,,,,,,,,,,10187,LMS-39,2.1 Email / Mobile Login,To Do,02/Apr/26 10:49 AM
2.1.5 Forgot Password – send reset link/OTP to registered email/mobile,LMS-44,10197,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:49 AM,02/Apr/26 10:49 AM,,,,0,2.1.5 Forgot Password – send reset link/OTP to registered email/mobile,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@524224c5,,,,,,,,,,,,,,,,0|i000i7:,,,,,,,,,,,,,,,10187,LMS-39,2.1 Email / Mobile Login,To Do,02/Apr/26 10:49 AM
MODULE 3 – Dashboard / Home Page,LMS-45,10198,Epic,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:49 AM,02/Apr/26 10:49 AM,,,,0,"Post-login dashboard, navigation, header, and profile management.",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@27332eb,,,,,ghx-label-9,,To Do,,,,orange,,,,,0|i000if:,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 10:49 AM
3.1 Navigation & Session Management,LMS-46,10200,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:49 AM,02/Apr/26 10:50 AM,,,,0,"Redirect to dashboard after login, maintain session, expire on timeout.",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@54b0c93b,,,,,,,,,,,,,,,,0|i000in:,,,,,,,,,,,,,,,10198,LMS-45,MODULE 3 – Dashboard / Home Page,To Do,02/Apr/26 10:50 AM
3.1.1 Redirect to dashboard after successful login,LMS-47,10202,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,3.1.1 Redirect to dashboard after successful login,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@152b749b,,,,,,,,,,,,,,,,0|i000iv:,,,,,,,,,,,,,,,10200,LMS-46,3.1 Navigation & Session Management,To Do,02/Apr/26 10:50 AM
3.1.2 Session maintained until explicit logout,LMS-48,10204,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,3.1.2 Session maintained until explicit logout,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@32bb92ee,,,,,,,,,,,,,,,,0|i000j3:,,,,,,,,,,,,,,,10200,LMS-46,3.1 Navigation & Session Management,To Do,02/Apr/26 10:50 AM
3.1.3 Session expiry → redirect to login page,LMS-49,10206,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,3.1.3 Session expiry → redirect to login page,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@efa4dea,,,,,,,,,,,,,,,,0|i000jb:,,,,,,,,,,,,,,,10200,LMS-46,3.1 Navigation & Session Management,To Do,02/Apr/26 10:50 AM
3.2.1 Search Bar,LMS-50,10208,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,Implement header search bar with auto-suggestions.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4c906315,,,,,,,,,,,,,,,,0|i000jj:,,,,,,,,,,,,,,,10198,LMS-45,MODULE 3 – Dashboard / Home Page,To Do,02/Apr/26 10:50 AM
"3.2.1a Placeholder text 'Search courses, topics…'",LMS-51,10210,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,"3.2.1a Placeholder text 'Search courses, topics…'",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@556d33f,,,,,,,,,,,,,,,,0|i000jr:,,,,,,,,,,,,,,,10208,LMS-50,3.2.1 Search Bar,To Do,02/Apr/26 10:50 AM
3.2.1b Minimum 2 characters before searching,LMS-52,10212,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,3.2.1b Minimum 2 characters before searching,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4f25234b,,,,,,,,,,,,,,,,0|i000jz:,,,,,,,,,,,,,,,10208,LMS-50,3.2.1 Search Bar,To Do,02/Apr/26 10:50 AM
3.2.1c Auto-suggestions dropdown,LMS-53,10214,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,3.2.1c Auto-suggestions dropdown,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@328cbdfb,,,,,,,,,,,,,,,,0|i000k7:,,,,,,,,,,,,,,,10208,LMS-50,3.2.1 Search Bar,To Do,02/Apr/26 10:50 AM
3.2.1d No results → 'No courses found' message,LMS-54,10216,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,3.2.1d No results → 'No courses found' message,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4e77fef,,,,,,,,,,,,,,,,0|i000kf:,,,,,,,,,,,,,,,10208,LMS-50,3.2.1 Search Bar,To Do,02/Apr/26 10:50 AM
3.2.2 User Profile Icon & Dropdown,LMS-55,10218,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,"Profile icon with dropdown: My Profile, My Courses, Logout.",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@26eabb4f,,,,,,,,,,,,,,,,0|i000kn:,,,,,,,,,,,,,,,10198,LMS-45,MODULE 3 – Dashboard / Home Page,To Do,02/Apr/26 10:50 AM
"3.2.2a Dropdown menu – My Profile, My Courses, Logout",LMS-56,10220,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,"3.2.2a Dropdown menu – My Profile, My Courses, Logout",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@11600134,,,,,,,,,,,,,,,,0|i000kv:,,,,,,,,,,,,,,,10218,LMS-55,3.2.2 User Profile Icon & Dropdown,To Do,02/Apr/26 10:50 AM
